# Sequence file : ecoli_cds.fasta
# Uncap option is used.

# Sequence_name	Start_pos	End_pos	Stopped_or_skipped	Transit_path_length	Prob_log_score	HT_index
AAC73638.1	1	387	None	386	-1605.234	-4.158637
AAC73641.2	1	99	None	98	-380.4145	-3.881781
AAC73642.1	1	288	None	287	-1156.954	-4.031198
AAC73644.1	1	110	None	109	-445.6746	-4.088758
AAC73645.1	1	508	None	507	-2125.213	-4.191742
AAC73646.1	1	183	None	182	-763.2293	-4.193568
AAC73647.1	1	265	None	264	-1130.075	-4.280588
ABP93435.1	1	33	None	32	-141.1261	-4.41019
AAC73648.1	1	151	None	150	-595.9572	-3.973048
AAC73649.1	1	56	None	55	-229.861	-4.179291
AAC73650.1	1	96	None	95	-375.3646	-3.951207
AAC73651.1	1	120	None	119	-459.7439	-3.863394
ABD18639.1	1	46	None	45	-182.0022	-4.044492
AAC73652.1	1	127	None	126	-508.4043	-4.034955
AAC73653.1	1	338	None	337	-1329.719	-3.945753
AAC73655.1	1	71	None	70	-282.8433	-4.040619
AAC73656.1	1	165	None	164	-659.6372	-4.022178
AAC73657.1	1	153	None	152	-604.8369	-3.97919
ABD18640.1	1	60	None	59	-243.6787	-4.130148
AAC73658.1	1	97	None	96	-383.6423	-3.996274
AAC73659.2	1	136	None	135	-573.7861	-4.250268
AAC73660.1	1	68	None	67	-269.1478	-4.017132
ABP93436.1	1	64	None	63	-263.4721	-4.182097
AAC73661.1	1	181	None	180	-694.8469	-3.860261
AAC73665.1	1	249	None	248	-1054.013	-4.250054
AAC73666.1	1	317	None	316	-1297.677	-4.106573
AAC73667.1	1	253	None	252	-999.199	-3.965075
AAC73668.1	1	296	None	295	-1126.368	-3.818197
AAC73669.1	1	990	None	989	-3786.055	-3.828165
AAC73670.1	1	745	None	744	-2838.258	-3.814863
AAC73671.1	1	480	None	479	-1857.149	-3.877138
AAC73672.1	1	227	None	226	-847.2718	-3.74899
AAC73673.1	1	457	None	456	-1732.787	-3.799972
AAC73674.1	1	110	None	109	-403.1793	-3.698893
AAC73675.1	1	407	None	406	-1521.742	-3.748134
AAC73676.1	1	1047	None	1046	-3895.181	-3.723882
AAC73677.1	1	458	None	457	-1701.737	-3.723714
AAC73678.1	1	415	None	414	-1560.824	-3.770106
AAC73679.1	1	217	None	216	-799.8296	-3.702915
AAC73680.1	1	122	None	121	-475.3051	-3.928142
AAC73681.1	1	82	None	81	-302.8913	-3.739399
AAC73682.1	1	372	None	371	-1424.785	-3.84039
AAT48125.1	1	50	None	49	-198.218	-4.045265
AAC73683.1	1	370	None	369	-1493.565	-4.0476
AAC73684.2	1	206	None	205	-822.8873	-4.014084
AAC73685.1	1	746	None	745	-2815.238	-3.778843
AAC73686.2	1	400	None	399	-1564.559	-3.921201
ABD18641.1	1	72	None	71	-279.7213	-3.939737
AAC73687.1	1	1293	None	1292	-4860.216	-3.761777
AAC73688.1	1	377	None	376	-1443.479	-3.839041
AAC73689.1	1	271	None	270	-1018.173	-3.771009
AAC73690.1	1	330	None	329	-1228.006	-3.732541
AAC73691.1	1	334	None	333	-1236.828	-3.714197
AAC73692.1	1	416	None	415	-1553.731	-3.743931
AAC73693.1	1	318	None	317	-1194.793	-3.769064
AAC73694.1	1	391	None	390	-1474.278	-3.780199
AAC73695.1	1	536	None	535	-2001.234	-3.740624
AAC73696.1	1	285	None	284	-1049.037	-3.693792
AAC73697.1	1	248	None	247	-917.109	-3.712992
AAC73698.1	1	137	None	136	-524.0761	-3.853501
AAC73699.1	1	701	None	700	-2585.975	-3.69425
ABD18642.1	1	65	None	64	-239.4219	-3.740967
AAC73700.1	1	362	None	361	-1355.442	-3.754687
AAC73701.1	1	386	None	385	-1469.527	-3.816953
AAC73702.1	1	209	None	208	-798.6365	-3.839599
AAC73703.1	1	406	None	405	-1610.407	-3.976313
AAC73704.1	1	300	None	299	-1239.107	-4.144171
AAC73705.2	1	248	None	247	-962.2263	-3.895653
AAC73706.1	1	187	None	186	-714.8383	-3.843217
AAC73707.2	1	521	None	520	-1938.793	-3.728448
AAC73708.1	1	142	None	141	-551.2201	-3.909362
AAC73709.1	1	412	None	411	-1595.965	-3.883126
AAC73711.1	1	136	None	135	-514.8524	-3.813722
AAC73712.1	1	268	None	267	-1046.648	-3.920032
AAC73713.1	1	487	None	486	-1866.531	-3.840599
AAC73714.1	1	292	None	291	-1136.406	-3.905176
AAC73715.1	1	183	None	182	-718.8533	-3.949743
AAC73716.1	1	510	None	509	-1905.631	-3.743873
AAC73717.2	1	302	None	301	-1120.108	-3.721288
AAC73718.1	1	98	None	97	-372.7523	-3.842807
AAC73719.2	1	352	None	351	-1352.376	-3.852923
AAC73720.1	1	552	None	551	-2114.873	-3.838245
AAC73721.1	1	226	None	225	-869.2857	-3.863492
AAC73722.1	1	461	None	460	-1755.862	-3.817091
AAC73723.1	1	186	None	185	-727.1888	-3.93075
AAC73724.1	1	69	None	68	-272.3508	-4.005159
AAC73725.1	1	127	None	126	-509.8942	-4.046779
AAC73728.1	1	67	None	66	-255.1613	-3.86608
AAC73729.1	1	321	None	320	-1212.839	-3.790121
AAC73730.2	1	317	None	316	-1265.481	-4.004686
AAC73731.2	1	213	None	212	-824.2239	-3.887848
AAC73732.1	1	87	None	86	-329.3743	-3.829934
AAC73733.1	1	403	None	402	-1521.379	-3.784524
AAC73734.1	1	362	None	361	-1421.204	-3.936852
AAC73735.1	1	370	None	369	-1412.955	-3.829146
AAC73736.1	1	633	None	632	-2415.68	-3.822279
AAC73737.1	1	155	None	154	-591.0039	-3.837687
AAC73738.2	1	105	None	104	-395.262	-3.800596
AAC73739.1	1	203	None	202	-801.576	-3.968198
AAC73740.1	1	213	None	212	-817.3688	-3.855513
AAC73741.1	1	343	None	342	-1320.933	-3.862376
AAC73742.1	1	193	None	192	-740.0283	-3.854314
AAC73743.1	1	860	None	859	-3218.735	-3.747072
AAC73744.1	1	160	None	159	-613.711	-3.859818
AAC73745.2	1	325	None	324	-1286.296	-3.970049
AAC73746.1	1	235	None	234	-943.9571	-4.034005
AAC73747.1	1	475	None	474	-1870.239	-3.945652
AAC73748.1	1	184	None	183	-738.8718	-4.037551
AAC73749.1	1	235	None	234	-952.6426	-4.071122
AAC73750.1	1	483	None	482	-1896.277	-3.934184
AAC73751.1	1	556	None	555	-2129.591	-3.837101
AAC73752.1	1	311	None	310	-1171.845	-3.780147
AAC73753.1	1	241	None	240	-886.8663	-3.695276
AAC73754.1	1	224	None	223	-852.6916	-3.823729
AAC73755.1	1	246	None	245	-924.7019	-3.774293
AAC73756.1	1	302	None	301	-1127.902	-3.747183
AAC73757.1	1	338	None	337	-1329.719	-3.945753
AAC73758.1	1	512	None	511	-1900.025	-3.718248
AAC73759.1	1	292	None	291	-1103.29	-3.791376
AAC73760.1	1	155	None	154	-578.9242	-3.759248
AAC73761.2	1	346	None	345	-1275.813	-3.69801
AAC73762.1	1	474	None	473	-1760.763	-3.722544
AAC73763.1	1	391	None	390	-1476.208	-3.785149
AAC73768.1	1	554	None	553	-2093.886	-3.786413
AAC73769.1	1	250	None	249	-933.8962	-3.750587
AAC73770.1	1	406	None	405	-1517.97	-3.748074
AAC73771.1	1	382	None	381	-1421.828	-3.731833
AAC73772.1	1	266	None	265	-1006.299	-3.797355
AAC73773.1	1	648	None	647	-2410.481	-3.725627
AAC73774.1	1	554	None	553	-2064.279	-3.732873
AAC73775.1	1	468	None	467	-1776.823	-3.804759
AAC73776.1	1	108	None	107	-402.3306	-3.760099
AAC73777.1	1	148	None	147	-560.4612	-3.812661
ABV59574.1	1	28	None	27	-115.3349	-4.271662
AAC73778.1	1	176	None	175	-646.4467	-3.693981
AAC73779.2	1	97	None	96	-364.8976	-3.801017
AAC73780.1	1	254	None	253	-972.1525	-3.8425
AAC73781.1	1	181	None	180	-706.4284	-3.924602
AAC73782.1	1	546	None	545	-2039.594	-3.742374
AAC73783.1	1	164	None	163	-669.914	-4.109902
AAC73786.1	1	439	None	438	-1678.472	-3.832128
AAC73787.1	1	732	None	731	-2806.913	-3.839826
ABP93437.1	1	85	None	84	-347.1441	-4.132668
AAC73788.1	1	225	None	224	-840.895	-3.753995
AAC73789.1	1	894	None	893	-3361.677	-3.764476
AAC73790.1	1	190	None	189	-711.0737	-3.762295
AAC73791.1	1	682	None	681	-2502.52	-3.674772
AAC73792.1	1	557	None	556	-2067.971	-3.719373
ABD18643.1	1	29	None	28	-103.6099	-3.700353
AAC73793.1	1	68	None	67	-259.0211	-3.865987
AAC73794.1	1	1397	None	1396	-5471.807	-3.919633
AAC73796.1	1	108	None	107	-462.5376	-4.322781
AAC73798.1	1	189	None	188	-782.0393	-4.159784
AAC73800.1	1	253	None	252	-1013.646	-4.022405
AAC73801.1	1	169	None	168	-661.1668	-3.935517
AAC73802.1	1	472	None	471	-1824.338	-3.87333
AAC73803.1	1	493	None	492	-1860.035	-3.78056
AAC73804.1	1	247	None	246	-918.59	-3.734106
AAC73805.1	1	218	None	217	-831.9962	-3.834084
AAC73806.1	1	310	None	309	-1177.253	-3.809879
AAC73807.1	1	244	None	243	-908.2419	-3.737621
AAC73808.1	1	263	None	262	-1009.692	-3.853786
AAC73809.2	1	348	None	347	-1338.874	-3.858426
AAC73810.2	1	353	None	352	-1381.648	-3.925137
AAC73811.1	1	242	None	241	-945.1777	-3.921899
AAC73812.2	1	815	None	814	-3177.487	-3.903547
AAC73813.1	1	188	None	187	-744.7232	-3.982477
AAC73814.1	1	427	None	426	-1617.001	-3.795778
AAC73815.1	1	129	None	128	-517.8313	-4.045557
AAC73816.1	1	115	None	114	-434.4777	-3.811208
AAC73817.1	1	588	None	587	-2188.288	-3.727918
AAC73818.1	1	238	None	237	-924.7887	-3.902062
AAC73820.1	1	933	None	932	-3515.605	-3.772108
AAC73821.1	1	405	None	404	-1486.203	-3.67872
AAC73822.1	1	388	None	387	-1425.051	-3.682303
AAC73823.1	1	289	None	288	-1084.61	-3.766006
AAC73824.1	1	240	None	239	-919.0118	-3.845238
AAC73825.1	1	658	None	657	-2528.68	-3.848829
AAC73826.1	1	877	None	876	-3399.76	-3.881004
AAC73827.2	1	522	None	521	-1992.445	-3.824271
AAC73828.1	1	379	None	378	-1420.595	-3.758189
ABD18645.1	1	37	None	36	-141.7119	-3.936442
AAC73829.1	1	97	None	96	-379.9802	-3.958127
AAC73830.1	1	134	None	133	-524.5787	-3.9442
AAC73831.1	1	230	None	229	-885.7954	-3.868102
AAC73832.1	1	142	None	141	-539.7355	-3.827911
AAC73833.1	1	421	None	420	-1593.52	-3.794095
AAC73834.1	1	430	None	429	-1655.923	-3.859961
AAC73835.1	1	173	None	172	-654.0991	-3.802902
AAC73836.1	1	263	None	262	-1015.326	-3.875291
AAC73837.1	1	347	None	346	-1362.314	-3.937323
AAC73838.1	1	239	None	238	-922.1986	-3.874784
AAC73839.1	1	313	None	312	-1230.469	-3.94381
AAC73840.1	1	126	None	125	-482.8418	-3.862734
AAC73841.1	1	350	None	349	-1315.944	-3.770614
AAC73842.1	1	250	None	249	-922.4614	-3.704664
AAC73843.1	1	346	None	345	-1302.999	-3.776809
AAC73844.1	1	382	None	381	-1441.449	-3.783331
AAC73845.1	1	348	None	347	-1334.149	-3.844811
AAC73846.1	1	338	None	337	-1269.915	-3.768292
AAC73847.1	1	490	None	489	-1870.686	-3.825534
AAC73848.1	1	262	None	261	-984.8306	-3.773297
AAC73849.1	1	49	None	48	-189.827	-3.95473
AAC73850.1	1	257	None	256	-960.6494	-3.752537
AAC73851.1	1	229	None	228	-868.6635	-3.809928
AAC73852.1	1	352	None	351	-1302.942	-3.712087
AAC73853.1	1	272	None	271	-1031.413	-3.805951
AAC73854.1	1	331	None	330	-1259.55	-3.816819
AAC73855.2	1	317	None	316	-1262.767	-3.996098
AAC73856.1	1	350	None	349	-1358.586	-3.892798
AAC73857.1	1	477	None	476	-1785.468	-3.750983
AAC73858.2	1	753	None	752	-2840.003	-3.7766
AAC73859.1	1	427	None	426	-1631.325	-3.829401
AAC73860.1	1	158	None	157	-592.9758	-3.776916
AAC73861.1	1	429	None	428	-1608.396	-3.757934
AAC73862.1	1	346	None	345	-1279.468	-3.708603
AAC73863.1	1	384	None	383	-1430.214	-3.73424
AAC73864.1	1	251	None	250	-971.9144	-3.887657
AAC73865.1	1	225	None	224	-877.2581	-3.916331
AAC73866.1	1	673	None	672	-2525.416	-3.758059
AAC73867.1	1	302	None	301	-1154.392	-3.835189
AAC73868.1	1	329	None	328	-1256.52	-3.830852
AAC73869.1	1	170	None	169	-643.5622	-3.808061
AAC73870.1	1	161	None	160	-591.7422	-3.698389
AAC73871.1	1	81	None	80	-299.24	-3.7405
AAC73872.1	1	150	None	149	-551.5883	-3.701935
AAC73873.1	1	234	None	233	-903.0859	-3.875905
AAC73874.1	1	237	None	236	-967.1981	-4.098297
AAC73875.1	1	318	None	317	-1193.979	-3.766496
AAC73876.1	1	413	None	412	-1562.727	-3.793027
AAC73877.1	1	253	None	252	-973.1841	-3.861842
AAC73878.1	1	136	None	135	-517.9483	-3.836654
AAC73879.1	1	368	None	367	-1378.604	-3.756415
AAC73880.1	1	377	None	376	-1400.785	-3.725491
AAC73881.2	1	578	None	577	-2165.326	-3.752731
AAC73882.1	1	332	None	331	-1239.746	-3.745456
AAC73883.2	1	223	None	222	-852.4622	-3.83992
AAC73884.1	1	454	None	453	-1683.724	-3.71683
AAC73885.1	1	160	None	159	-636.1562	-4.000983
AAC73886.1	1	716	None	715	-2687.531	-3.758785
AAC73887.1	1	320	None	319	-1198.786	-3.75795
AAC73888.1	1	361	None	360	-1359.938	-3.777606
AAC73889.1	1	86	None	85	-324.0608	-3.81248
AAC73890.1	1	88	None	87	-338.8164	-3.894442
AAC73891.2	1	225	None	224	-857.5576	-3.828382
AAC73892.1	1	760	None	759	-2895.324	-3.814656
AAC73893.2	1	86	None	85	-333.7493	-3.926462
AAC73894.2	1	308	None	307	-1164.753	-3.793982
AAC73895.2	1	741	None	740	-2793.243	-3.774652
AAC73896.1	1	240	None	239	-881.8297	-3.689664
AAC73897.1	1	219	None	218	-810.2716	-3.716842
AAC73898.1	1	248	None	247	-912.721	-3.695227
AAC73899.1	1	167	None	166	-624.6345	-3.762858
AAC73900.1	1	295	None	294	-1135.291	-3.861534
AAC73901.1	1	171	None	170	-659.963	-3.882135
AAC73902.1	1	527	None	526	-2022.46	-3.844981
AHA50631.1	1	42	None	41	-168.179	-4.101926
AAC73904.1	1	155	None	154	-592.162	-3.845208
AAC73905.1	1	372	None	371	-1418.942	-3.824642
AAC73906.1	1	306	None	305	-1157.846	-3.796216
AAC73907.1	1	530	None	529	-1949.195	-3.684679
AAC73908.1	1	421	None	420	-1638.995	-3.90237
AAC73909.1	1	271	None	270	-1015.704	-3.761868
AAC73910.1	1	810	None	809	-3006.705	-3.71657
AAC73911.2	1	299	None	298	-1126.192	-3.779166
AAC73912.2	1	220	None	219	-818.659	-3.738169
AAC73913.1	1	249	None	248	-934.8281	-3.769468
AAC73914.1	1	411	None	410	-1540.011	-3.756125
AAC73915.1	1	321	None	320	-1210.335	-3.782298
AAC73916.2	1	623	None	622	-2361.072	-3.795936
AAC73917.1	1	512	None	511	-1922.227	-3.761696
AAC73918.1	1	306	None	305	-1165.962	-3.822825
AAC73919.1	1	303	None	302	-1148.949	-3.804466
AAC73920.1	1	782	None	781	-3041.07	-3.893816
AAC73921.1	1	442	None	441	-1722.001	-3.904764
AAC73922.1	1	441	None	440	-1654.46	-3.760136
AAC73923.1	1	127	None	126	-507.3302	-4.02643
AAC73924.1	1	371	None	370	-1428.755	-3.861499
AAC73925.2	1	208	None	207	-785.9388	-3.796806
AAC73926.1	1	400	None	399	-1505.676	-3.773624
AAC73927.1	1	252	None	251	-951.0037	-3.788859
AAC73928.1	1	198	None	197	-758.1644	-3.84855
AAC73929.1	1	410	None	409	-1555.481	-3.803133
AAC73930.1	1	94	None	93	-367.4803	-3.951401
AAC73931.2	1	271	None	270	-1024.671	-3.795078
AAC73932.1	1	402	None	401	-1530.022	-3.815516
AAC73933.1	1	178	None	177	-690.9342	-3.903583
AAC73934.1	1	561	None	560	-2152.814	-3.844311
AAC73935.1	1	125	None	124	-496.6996	-4.005642
AAC73936.1	1	85	None	84	-317.942	-3.785023
AAC73937.1	1	95	None	94	-365.7555	-3.891016
AAC73938.1	1	240	None	239	-906.2398	-3.791798
AAC73939.1	1	300	None	299	-1138.106	-3.806374
AAC73940.1	1	158	None	157	-598.2224	-3.810334
AAC73941.1	1	370	None	369	-1406.215	-3.81088
AAC73942.2	1	377	None	376	-1412.481	-3.756598
AAC73943.1	1	317	None	316	-1202.52	-3.805443
AAC73944.1	1	281	None	280	-1062.212	-3.793615
AAC73945.1	1	162	None	161	-609.4723	-3.785542
AAC73946.1	1	375	None	374	-1420.854	-3.799076
AAC73947.1	1	243	None	242	-922.9144	-3.813696
AAC73948.1	1	222	None	221	-815.5379	-3.690217
AAC73949.1	1	238	None	237	-898.2555	-3.790108
AAC73950.1	1	243	None	242	-907.0442	-3.748116
AAC73951.1	1	242	None	241	-891.7615	-3.700255
AAC73952.1	1	171	None	170	-680.0427	-4.000251
AAC73953.1	1	107	None	106	-396.0381	-3.736209
AAC73954.1	1	276	None	275	-1027.569	-3.736614
AAC73955.2	1	337	None	336	-1288.098	-3.833626
AAC73956.2	1	476	None	475	-1810.737	-3.812078
AAC73957.1	1	333	None	332	-1253.721	-3.776268
AAC73958.1	1	572	None	571	-2156.478	-3.776669
AAC73959.1	1	322	None	321	-1217.462	-3.792716
AAC73960.2	1	550	None	549	-2037.688	-3.711636
AAC73961.2	1	299	None	298	-1146.224	-3.84639
AAC73962.1	1	231	None	230	-866.6886	-3.768211
AAC73963.1	1	552	None	551	-2121.454	-3.850189
AAC73964.1	1	330	None	329	-1281.583	-3.895388
AAC73965.2	1	371	None	370	-1387.18	-3.749136
AAC73966.1	1	648	None	647	-2443.5	-3.776662
AAC73967.1	1	74	None	73	-287.4441	-3.93759
AAC73968.1	1	106	None	105	-412.3404	-3.927052
AAC73969.1	1	758	None	757	-2860.686	-3.778978
AAC73970.1	1	72	None	71	-276.8332	-3.899059
AAC73971.1	1	234	None	233	-929.5199	-3.989356
AAC73972.1	1	573	None	572	-2194.193	-3.836002
AAC73973.1	1	588	None	587	-2246.653	-3.827348
AAC73974.1	1	321	None	320	-1202.104	-3.756574
AAC73975.1	1	164	None	163	-643.5177	-3.947961
AAC73976.1	1	1329	None	1328	-5042.771	-3.797267
AAC73977.2	1	203	None	202	-765.1113	-3.78768
AAC73978.1	1	447	None	446	-1708.01	-3.829619
AAC73979.1	1	430	None	429	-1624.49	-3.786691
AAC73980.2	1	814	None	813	-3106.731	-3.821318
AAC73981.1	1	205	None	204	-791.0156	-3.877527
AAC73982.1	1	287	None	286	-1093.392	-3.823047
AAC73983.1	1	208	None	207	-802.5973	-3.877282
AAC73984.1	1	382	None	381	-1500.747	-3.938969
AAC73985.2	1	476	None	475	-1823.361	-3.838654
AAC73986.1	1	302	None	301	-1203.835	-3.999453
AAC73987.1	1	196	None	195	-786.8053	-4.034899
AAC73988.1	1	246	None	245	-937.6075	-3.826969
AAC73989.1	1	760	None	759	-2883.778	-3.799445
AAC73990.1	1	285	None	284	-1113.044	-3.91917
AAC73991.2	1	586	None	585	-2194.057	-3.750525
AAC73992.1	1	230	None	229	-881.4351	-3.849061
AAC73993.1	1	362	None	361	-1369.102	-3.792527
AAC73994.1	1	427	None	426	-1612.171	-3.78444
AAC73995.2	1	254	None	253	-968.5862	-3.828404
AAC73996.1	1	227	None	226	-873.1056	-3.863299
AAC73997.1	1	557	None	556	-2099.675	-3.776395
AAC73998.1	1	94	None	93	-363.8544	-3.912413
AAC73999.2	1	754	None	753	-3022.309	-4.01369
AAC74000.1	1	582	None	581	-2210.567	-3.804763
AAC74001.1	1	328	None	327	-1257.775	-3.846408
AAC74002.1	1	410	None	409	-1576.934	-3.855585
AAC74003.1	1	60	None	59	-224.1934	-3.799889
AAC74004.1	1	248	None	247	-944.9005	-3.825508
AAC74005.1	1	297	None	296	-1170.273	-3.953626
AAC74006.1	1	259	None	258	-997.5787	-3.866584
AAC74007.1	1	261	None	260	-994.8034	-3.826167
AAC74008.1	1	440	None	439	-1641.268	-3.738652
AAC74009.2	1	234	None	233	-876.4045	-3.761393
AAC74010.1	1	1486	None	1485	-5444.404	-3.666266
AAC74011.1	1	615	None	614	-2405.347	-3.917503
AAC74012.1	1	182	None	181	-709.2125	-3.918301
AAC74013.1	1	215	None	214	-810.405	-3.786939
AAC74014.1	1	396	None	395	-1491.099	-3.774934
AAC74015.1	1	362	None	361	-1379.906	-3.822455
AAC74016.1	1	466	None	465	-1752.178	-3.768124
AAC74017.1	1	400	None	399	-1529.56	-3.833483
AAC74018.1	1	870	None	869	-3238.503	-3.7267
AAC74019.1	1	255	None	254	-968.3961	-3.812583
AAC74020.2	1	263	None	262	-986.0787	-3.763659
AAC74021.1	1	381	None	380	-1444.18	-3.800474
AAC74022.2	1	319	None	318	-1202.898	-3.782697
AAC74023.1	1	191	None	190	-741.6622	-3.903485
AAC74024.2	1	179	None	178	-718.6895	-4.037581
AAC74025.1	1	233	None	232	-943.8294	-4.06823
AAC74026.1	1	866	None	865	-3412.256	-3.944805
AAC74027.1	1	356	None	355	-1446.984	-4.076012
AAC74028.1	1	180	None	179	-710.1642	-3.967398
AAC74029.2	1	171	None	170	-678.3963	-3.990566
AAC74030.2	1	236	None	235	-937.6759	-3.99011
AAC74031.1	1	336	None	335	-1284.843	-3.835353
AAC74032.2	1	180	None	179	-693.0718	-3.87191
AAC74033.1	1	369	None	368	-1435.738	-3.901463
AAC74034.1	1	702	None	701	-2641.056	-3.767555
AAC74035.1	1	635	None	634	-2349.042	-3.705113
AAC74036.1	1	417	None	416	-1664.028	-4.000068
AAC74037.1	1	546	None	545	-2079.236	-3.815112
AAC74038.2	1	187	None	186	-717.9249	-3.859811
AAC74039.1	1	55	None	54	-222.0168	-4.111423
AAC74040.1	1	172	None	171	-636.0571	-3.719632
AAC74041.1	1	586	None	585	-2259.384	-3.862196
AAC74042.1	1	150	None	149	-560.7723	-3.763573
AAC74043.1	1	346	None	345	-1331.666	-3.859901
AAC74044.1	1	169	None	168	-679.0642	-4.042049
AAC74045.1	1	209	None	208	-829.4885	-3.987926
AAC74046.2	1	717	None	716	-2753.649	-3.845878
AAC74047.1	1	148	None	147	-557.4507	-3.792181
AAC74048.1	1	684	None	683	-2585.54	-3.785564
AAC74049.2	1	152	None	151	-582.7808	-3.859475
AAC74050.1	1	220	None	219	-847.2638	-3.868785
AAC74051.2	1	137	None	136	-510.1728	-3.751271
AAC74052.2	1	105	None	104	-398.1027	-3.827911
AAC74053.2	1	396	None	395	-1490.897	-3.774422
AAC74054.1	1	92	None	91	-358.494	-3.939495
AAC74055.2	1	109	None	108	-404.1536	-3.742163
AAC74056.1	1	219	None	218	-833.6122	-3.823909
AAC74057.1	1	372	None	371	-1438.31	-3.876847
AAC74058.1	1	597	None	596	-2254.206	-3.782225
AAC74059.1	1	235	None	234	-895.5652	-3.827202
AAC74060.1	1	195	None	194	-730.0927	-3.763365
AAC74061.1	1	132	None	131	-495.0685	-3.779149
AAC74062.1	1	285	None	284	-1101.07	-3.877006
AAC74063.1	1	514	None	513	-1952.597	-3.806231
AAC74064.1	1	378	None	377	-1433.714	-3.802956
ABP93439.1	1	30	None	29	-116.4621	-4.015933
AAC74065.1	1	432	None	431	-1690.757	-3.92287
AAC74066.1	1	726	None	725	-2735.935	-3.773703
AAC74067.2	1	148	None	147	-576.7307	-3.923338
AAC74068.1	1	379	None	378	-1457.346	-3.855413
AAC74069.1	1	698	None	697	-2682.149	-3.848133
AAC74070.1	1	248	None	247	-980.0891	-3.967972
AAC74071.1	1	214	None	213	-843.0967	-3.958201
AAC74072.2	1	101	None	100	-405.8275	-4.058275
ABD18646.1	1	91	None	90	-361.3055	-4.014505
AAC74073.1	1	167	None	166	-669.4774	-4.032996
AAC74074.1	1	70	None	69	-275.6105	-3.994354
AAC74075.1	1	70	None	69	-265.7846	-3.851951
AAC74076.1	1	76	None	75	-310.8418	-4.144557
ABD18647.1	1	57	None	56	-209.7134	-3.744882
AAC74077.1	1	357	None	356	-1390.507	-3.905918
AAC74078.2	1	914	None	913	-3430.203	-3.757067
AAC74079.1	1	342	None	341	-1312.504	-3.848986
AAC74080.1	1	230	None	229	-874.5915	-3.819177
AAC74081.1	1	390	None	389	-1482.151	-3.810156
AAC74082.1	1	848	None	847	-3193.783	-3.7707
AAC74083.1	1	199	None	198	-750.4571	-3.790187
AAC74084.1	1	101	None	100	-375.9371	-3.759371
AAC74085.1	1	306	None	305	-1137.404	-3.729195
AAC74086.1	1	418	None	417	-1731.159	-4.151461
AAC74087.1	1	413	None	412	-1561.431	-3.789881
AAC74088.1	1	75	None	74	-287.6035	-3.886534
AAC74089.1	1	198	None	197	-755.4913	-3.834981
AAC74090.2	1	57	None	56	-223.9275	-3.998706
AAC74091.2	1	442	None	441	-1668.171	-3.7827
AAC74092.2	1	164	None	163	-630.6059	-3.868748
AAC74093.1	1	196	None	195	-756.6659	-3.880338
AAC74094.1	1	266	None	265	-1012.35	-3.82019
AAC74095.1	1	128	None	127	-480.6298	-3.784487
AAC74096.2	1	230	None	229	-870.2833	-3.800364
AAC74097.1	1	382	None	381	-1468.622	-3.85465
AAC74098.1	1	212	None	211	-798.8175	-3.785865
AAC74099.1	1	1320	None	1319	-4891.579	-3.708551
AAC74100.1	1	502	None	501	-1873.629	-3.739778
AAC74103.1	1	375	None	374	-1372.13	-3.668797
AAC74104.1	1	423	None	422	-1607.125	-3.808353
AAC74105.1	1	354	None	353	-1416.969	-4.014076
AAC74106.1	1	137	None	136	-546.5985	-4.019106
AAC74107.1	1	441	None	440	-1739.105	-3.952512
AAC74108.1	1	672	None	671	-2668.609	-3.977062
AAC74109.1	1	807	None	806	-3188.46	-3.955906
AAC74110.1	1	452	None	451	-1859.803	-4.123731
AAC74111.1	1	288	None	287	-1156.954	-4.031198
AAC74112.2	1	99	None	98	-380.4145	-3.881781
AAC74114.1	1	328	None	327	-1324.143	-4.049368
AAC74117.2	1	312	None	311	-1219.515	-3.921269
AAC74118.1	1	245	None	244	-957.2685	-3.923231
AAC74119.1	1	184	None	183	-703.7477	-3.845616
AAC74120.2	1	163	None	162	-620.1343	-3.827989
AAC74121.1	1	277	None	276	-1073.908	-3.890971
AAC74122.1	1	138	None	137	-544.5472	-3.974797
AAC74123.1	1	129	None	128	-520.592	-4.067125
AAC74124.1	1	216	None	215	-863.0808	-4.014329
AAC74125.1	1	151	None	150	-606.2322	-4.041548
AAC74126.1	1	151	None	150	-588.8251	-3.925501
AAC74127.1	1	110	None	109	-452.5084	-4.151454
AAC74128.1	1	103	None	102	-403.7332	-3.958168
AAC74129.1	1	177	None	176	-696.0738	-3.954965
AAC74130.2	1	473	None	472	-1867.498	-3.956564
AAC74131.1	1	385	None	384	-1516.642	-3.94959
AAC74132.1	1	511	None	510	-1952.824	-3.829066
AAC74133.1	1	847	None	846	-3242.495	-3.832736
AAC74134.1	1	75	None	74	-292.2945	-3.949925
AAC74135.2	1	124	None	123	-473.9671	-3.853391
AAC74137.1	1	408	None	407	-1611.485	-3.959422
AAC74138.1	1	306	None	305	-1167.868	-3.829076
AAC74139.1	1	350	None	349	-1357.906	-3.890848
AAC74140.1	1	191	None	190	-721.8312	-3.799112
AAC74141.1	1	188	None	187	-756.4246	-4.045051
AAC74142.1	1	46	None	45	-176.2897	-3.917549
